,equity
2019-01-30,0.9811501336339865
2019-01-31,0.9767014363274286
2019-02-01,0.9733896327579881
2019-02-04,0.984530788902456
2019-02-05,0.9852646272994696
2019-02-06,0.9945211535015945
2019-02-07,0.9933888027527946
2019-02-08,0.9903044590111669
2019-02-11,0.980374460547544
2019-02-12,0.9865350651285918
2019-02-13,0.9828027216118086
2019-02-14,0.9847908030523913
2019-02-15,0.984982627760289
2019-02-18,0.9898228950753154
2019-02-19,0.9923599709198664
2019-02-20,0.989844451802406
2019-02-21,0.9927461097658923
2019-02-22,0.994024548955956
2019-02-25,0.9946010578068626
2019-02-26,0.9777114268266244
2019-02-27,0.9811397652494348
2019-02-28,0.9763192375448796
2019-03-01,0.9739260009329384
2019-03-04,0.9659228776814297
2019-03-05,0.9578445001630558
2019-03-06,0.9711676553659936
2019-03-07,0.9572909271989158
2019-03-08,0.9504513273566617
2019-03-11,0.9605089322065422
2019-03-12,0.9548653521039068
2019-03-13,0.9542847473232289
2019-03-14,0.96850028961884
2019-03-15,0.957992971169569
2019-03-18,0.9567792844771579
2019-03-19,0.9548253441524496
2019-03-20,0.9457004502525213
2019-03-21,0.9480098676220893
2019-03-22,0.9480859411411289
2019-03-25,0.9524070597915296
2019-03-26,0.9473079315367897
2019-03-27,0.9406066093312464
2019-03-28,0.9429365143456857
2019-03-29,0.9301243653010995
2019-04-01,0.924835720014464
2019-04-02,0.921737459275938
2019-04-03,0.9276772583419663
2019-04-04,0.9322057741338232
2019-04-05,0.9376593540211375
2019-04-08,0.9427396094373383
2019-04-09,0.9345282115051724
2019-04-10,0.9263501851936826
2019-04-11,0.9310785107134028
2019-04-12,0.920796184116267
2019-04-15,0.904749340429973
2019-04-16,0.9054758513709169
2019-04-17,0.9146139035622816
2019-04-18,0.9182485710418705
2019-04-19,0.9235068655456498
2019-04-22,0.9247083413582329
2019-04-23,0.9163739613230064
2019-04-24,0.903217021297652
2019-04-25,0.9060472311649165
2019-04-26,0.9055357039387223
2019-04-29,0.9034878491229335
2019-04-30,0.9088518698890338
2019-05-01,0.919498623507445
2019-05-02,0.9070189820113073
2019-05-03,0.8962668206994326
2019-05-06,0.8820639277437073
2019-05-07,0.8802089951055831
2019-05-08,0.8719529685588095
2019-05-09,0.8719344026038294
2019-05-10,0.8778533071415079
2019-05-13,0.8749997278567891
2019-05-14,0.8681165535712257
2019-05-15,0.8633157026534471
2019-05-16,0.869104144177469
2019-05-17,0.8609566142949925
2019-05-20,0.8508379502154357
2019-05-21,0.8618075384219372
2019-05-22,0.8669654791035657
2019-05-23,0.8575477139780834
2019-05-24,0.8519915205517113
2019-05-27,0.8520015639661241
2019-05-28,0.8559663275322147
2019-05-29,0.8506187486738243
2019-05-30,0.8526542500048576
2019-05-31,0.8521679671508463
2019-06-03,0.8521074695527818
2019-06-04,0.8520437002990365
2019-06-05,0.8569062445973735
2019-06-06,0.8477825856553388
2019-06-07,0.8566502444862127
2019-06-10,0.864342743367757
2019-06-11,0.8627704016493017
2019-06-12,0.8671093883542897
2019-06-13,0.8795007760053192
2019-06-14,0.8812445940581481
2019-06-17,0.877859116113247
2019-06-18,0.8691585779533506
2019-06-19,0.8732240968439471
2019-06-20,0.8598387538319121
2019-06-21,0.8586382219618209
2019-06-24,0.8592138566392721
2019-06-25,0.869489332368769
2019-06-26,0.8610779081966047
2019-06-27,0.8570302788293496
2019-06-28,0.8546189513461008
2019-07-01,0.8548112849497114
2019-07-02,0.855940226487029
2019-07-03,0.8399740068478503
2019-07-04,0.8296648781935274
2019-07-05,0.8355571121997655
2019-07-08,0.8338959222785058
2019-07-09,0.8368374555480275
2019-07-10,0.8309290665812099
2019-07-11,0.8310806314692748
2019-07-12,0.8363793806510035
2019-07-15,0.8388941506314166
2019-07-16,0.8311366522409833
2019-07-17,0.8213423540037191
2019-07-18,0.8199435456386877
2019-07-19,0.8200555902675569
2019-07-22,0.8280993923695117
2019-07-23,0.8291795854204532
2019-07-24,0.8257449729022868
2019-07-25,0.8348450436008815
2019-07-26,0.8377884860862297
2019-07-29,0.8376353993628342
2019-07-30,0.8290392680563511
2019-07-31,0.8340475130193746
2019-08-01,0.8362091463913316
2019-08-02,0.8318639294698378
2019-08-05,0.8382670806163243
2019-08-06,0.837933161279719
2019-08-07,0.8391215973009984
2019-08-08,0.8406467959592229
2019-08-09,0.8420534076043227
2019-08-12,0.8518007238819268
2019-08-13,0.8560128815898636
2019-08-14,0.8590942743347182
2019-08-15,0.8668396314865079
2019-08-16,0.8671945553186735
2019-08-19,0.8819500689469504
2019-08-20,0.8744173356968133
2019-08-21,0.869494202632191
2019-08-22,0.8546836474920974
2019-08-23,0.8531793184005694
2019-08-26,0.8694622619147708
2019-08-27,0.8703528216009081
2019-08-28,0.871860977085913
2019-08-29,0.8680000674814273
2019-08-30,0.8644752446453142
2019-09-02,0.8760636461073741
2019-09-03,0.8767556443147121
2019-09-04,0.8780276551861222
2019-09-05,0.8666730688358959
2019-09-06,0.8567794040623475
2019-09-09,0.8526400531511042
2019-09-10,0.8587696812721952
2019-09-11,0.8565217521203894
2019-09-12,0.8600166352585544
2019-09-13,0.8620598293620738
2019-09-16,0.8614534780676292
2019-09-17,0.8675191051099542
2019-09-18,0.86940965344195
2019-09-19,0.8668856915692108
2019-09-20,0.8659994401530277
2019-09-23,0.8627722627772151
2019-09-24,0.8709348437935058
2019-09-25,0.866395576613791
2019-09-26,0.8656451558863362
2019-09-27,0.8698819028292765
2019-09-30,0.8687575243297023
2019-10-01,0.8653462379717994
2019-10-02,0.8577744920527614
2019-10-03,0.8492283382133162
2019-10-04,0.8441641539822058
2019-10-07,0.8426062130093901
2019-10-08,0.8588794908428518
2019-10-09,0.8649457192816167
2019-10-10,0.8648649370101228
2019-10-11,0.8575869442649697
2019-10-14,0.8559444795042508
2019-10-15,0.8609608311573482
2019-10-16,0.8663538509106355
2019-10-17,0.8568354346973907
2019-10-18,0.8415655652168516
2019-10-21,0.8534416787743669
2019-10-22,0.871534882881915
2019-10-23,0.8640863662949069
2019-10-24,0.8702895997146117
2019-10-25,0.8711553895464349
2019-10-28,0.8855444712863894
2019-10-29,0.8783229244795483
2019-10-30,0.8715939209000609
2019-10-31,0.8718392344618328
2019-11-01,0.8622267873761311
2019-11-04,0.8662612138722413
2019-11-05,0.8570379209974394
2019-11-06,0.8486352154652635
2019-11-07,0.8314378996001308
2019-11-08,0.8437507874832136
2019-11-11,0.8422555433885672
2019-11-12,0.8278489978143806
2019-11-13,0.8201717697619882
2019-11-14,0.825922668831371
2019-11-15,0.8337156312587936
2019-11-18,0.8335676040538027
2019-11-19,0.8410634898428072
2019-11-20,0.8406695438062095
2019-11-21,0.8341698474015428
2019-11-22,0.8383183310495095
2019-11-25,0.8445861205306673
2019-11-26,0.8266856635579132
2019-11-27,0.8048493638828408
2019-11-28,0.8014892901492996
2019-11-29,0.8019404170952303
2019-12-02,0.7984610277572749
2019-12-03,0.8081415401317549
2019-12-04,0.8224220469887278
2019-12-05,0.8125321889183744
2019-12-06,0.8045200069450774
2019-12-09,0.7959581708346833
2019-12-10,0.791254629063582
2019-12-11,0.7927766151813302
2019-12-12,0.7842258123186944
2019-12-13,0.7917362714550772
2019-12-16,0.7973284814038543
2019-12-17,0.8060775551809658
2019-12-18,0.8207405526684678
2019-12-19,0.8278610800140941
2019-12-20,0.8188356713128826
2019-12-23,0.8254452326561792
2019-12-24,0.8300001822954598
2019-12-25,0.8250925052752219
2019-12-26,0.8334892244115125
2019-12-27,0.8481517331004964
2019-12-30,0.8497872583158071
2019-12-31,0.8582245355768056
2020-01-01,0.8722983336760305
2020-01-02,0.874964805770261
2020-01-03,0.881249793709024
2020-01-06,0.8991170434374999
2020-01-07,0.8991137457168541
2020-01-08,0.8891081556343295
2020-01-09,0.8886019355417919
2020-01-10,0.8959524784855493
2020-01-13,0.8987467933491254
2020-01-14,0.9104728434810092
2020-01-15,0.9215832166619805
2020-01-16,0.9104124621535226
2020-01-17,0.909796096726135
2020-01-20,0.8955266486990213
2020-01-21,0.8960552306896072
2020-01-22,0.8977379161210552
2020-01-23,0.8959726157692798
2020-01-24,0.897431602664792
2020-01-27,0.9119731048810746
2020-01-28,0.9039928013612699
2020-01-29,0.9046726417298578
2020-01-30,0.8928330838622297
2020-01-31,0.9069316134590896
2020-02-03,0.9173322611769407
2020-02-04,0.924477679014353
2020-02-05,0.9448440635921335
2020-02-06,0.9503441504583701
2020-02-07,0.9531917345743165
2020-02-10,0.9439365679048033
2020-02-11,0.9503890156709295
2020-02-12,0.9470202055202187
2020-02-13,0.9445051403287358
2020-02-14,0.9234174703574376
2020-02-17,0.9198082854382718
2020-02-18,0.918282706869037
2020-02-19,0.9253575651975362
2020-02-20,0.9253334595380761
2020-02-21,0.9167806655377766
2020-02-24,0.9110267062874094
2020-02-25,0.9158446748836521
2020-02-26,0.9114445857438954
2020-02-27,0.905436699287579
2020-02-28,0.9048268493668776
2020-03-02,0.9060991385400665
2020-03-03,0.911351017976183
2020-03-04,0.9143319989760771
2020-03-05,0.9242912836027213
2020-03-06,0.9208340686225975
2020-03-09,0.9264547751265109
2020-03-10,0.9271830226224074
2020-03-11,0.9363157565861381
2020-03-12,0.9287549205101036
2020-03-13,0.9470936780530519
2020-03-16,0.9376939257438904
2020-03-17,0.9367125112233365
2020-03-18,0.9405745352681626
2020-03-19,0.9475154504868475
2020-03-20,0.9439546257752378
2020-03-23,0.9389944379384538
2020-03-24,0.94228773147874
2020-03-25,0.9528225620495636
2020-03-26,0.9405965845479204
2020-03-27,0.9324067313273491
2020-03-30,0.9400968070494382
2020-03-31,0.939318339698112
2020-04-01,0.9450237005623385
2020-04-02,0.9306202555001529
2020-04-03,0.9332543031023828
2020-04-06,0.9442318716467005
2020-04-07,0.945844662331439
2020-04-08,0.9399161188619495
2020-04-09,0.9561249050375354
2020-04-10,0.9411425095561802
2020-04-13,0.9317948123724925
2020-04-14,0.9335942999646192
2020-04-15,0.9284158729665443
2020-04-16,0.9205066767294793
2020-04-17,0.8949960468443297
2020-04-20,0.8990603205063274
2020-04-21,0.8856217539689989
2020-04-22,0.9010364588236314
2020-04-23,0.9151051964757937
2020-04-24,0.916220664593688
2020-04-27,0.9173526238494516
2020-04-28,0.9126302710932247
2020-04-29,0.9066579306696503
2020-04-30,0.9163074581007401
2020-05-01,0.9191682387753912
2020-05-04,0.9168927176536107
2020-05-05,0.922661060022567
2020-05-06,0.9107162109961404
2020-05-07,0.9119055181194512
2020-05-08,0.9135217039765796
2020-05-11,0.9227692262435555
2020-05-12,0.9177336359225883
2020-05-13,0.9207427146125987
2020-05-14,0.9290024692109132
2020-05-15,0.9262183702634307
2020-05-18,0.9319722239218695
2020-05-19,0.9379772699781017
2020-05-20,0.9306615774267744
2020-05-21,0.9320650409677853
2020-05-22,0.9338829519456601
2020-05-25,0.9299574110771838
2020-05-26,0.9213456250716524
2020-05-27,0.9271855067493487
2020-05-28,0.9210063852046558
2020-05-29,0.9184898099138861
2020-06-01,0.9172725672930248
2020-06-02,0.9129435860427733
2020-06-03,0.9039835033162171
2020-06-04,0.9061292484469412
2020-06-05,0.9203858881435992
2020-06-08,0.9234191964390639
2020-06-09,0.9349862744685761
2020-06-10,0.9190318425760405
2020-06-11,0.930854601069443
2020-06-12,0.9419380673308633
2020-06-15,0.9288190352360653
2020-06-16,0.9307699043255429
2020-06-17,0.93379083285655
2020-06-18,0.9326526975074382
2020-06-19,0.9260264398970434
2020-06-22,0.926945232049276
2020-06-23,0.9278483463308522
2020-06-24,0.9190447685779437
2020-06-25,0.9153684893494215
2020-06-26,0.9129769549738368
2020-06-29,0.9003288706305941
2020-06-30,0.9061236301635409
2020-07-01,0.8919662372616679
2020-07-02,0.8972724435009383
2020-07-03,0.8749842798852606
2020-07-06,0.8862219043887342
2020-07-07,0.8882184931514683
2020-07-08,0.886281920804552
2020-07-09,0.8826908051544833
2020-07-10,0.8898391278451482
2020-07-13,0.8855125645516153
2020-07-14,0.8903910055722057
2020-07-15,0.8845853359710697
2020-07-16,0.8701951563342373
2020-07-17,0.8812935484206678
2020-07-20,0.8825972563723827
2020-07-21,0.8760347499062434
2020-07-22,0.8667761668774104
2020-07-23,0.8913287654819384
2020-07-24,0.8871385407307498
2020-07-27,0.8946043610419655
2020-07-28,0.8999025554180949
2020-07-29,0.8955865826820941
2020-07-30,0.8996745409467226
2020-07-31,0.9141092083285349
2020-08-03,0.9114648239949436
2020-08-04,0.9097403772483722
2020-08-05,0.9153578253891482
2020-08-06,0.9225243029643639
2020-08-07,0.9119770322732873
2020-08-10,0.8983014553099093
2020-08-11,0.9080027398561848
2020-08-12,0.8956628009334479
2020-08-13,0.8944340694664329
2020-08-14,0.884807262118313
2020-08-17,0.8843581692091942
2020-08-18,0.8688426905164126
2020-08-19,0.8714055841247569
2020-08-20,0.8506430760693453
2020-08-21,0.8492202975087602
2020-08-24,0.8663735386503209
2020-08-25,0.8703123184538253
2020-08-26,0.8619923466839531
2020-08-27,0.8552156227310338
2020-08-28,0.8599649484841565
2020-08-31,0.8687873155818988
2020-09-01,0.8866422846683858
2020-09-02,0.8793904877185362
2020-09-03,0.8763994897247074
2020-09-04,0.8698441327408838
2020-09-07,0.8785174254700223
2020-09-08,0.878147858350109
2020-09-09,0.882694566529473
2020-09-10,0.8810720464494379
2020-09-11,0.883121301393578
2020-09-14,0.8886437741646152
2020-09-15,0.8921245364748805
2020-09-16,0.8900271575135603
2020-09-17,0.8982106516903638
2020-09-18,0.9106525483990545
2020-09-21,0.9076832143071857
2020-09-22,0.9083278780430043
2020-09-23,0.9132018381820602
2020-09-24,0.9089323595625509
2020-09-25,0.9100106713573042
2020-09-28,0.9277073764417365
2020-09-29,0.9265123284692706
2020-09-30,0.9361849320103773
2020-10-01,0.9434675434890291
2020-10-02,0.9330909887564699
2020-10-05,0.9210538871495338
2020-10-06,0.917241470761308
2020-10-07,0.8948516280389156
2020-10-08,0.8873029001539162
2020-10-09,0.8949556247365471
2020-10-12,0.8908604508836817
2020-10-13,0.8944715365851451
2020-10-14,0.8929739586521356
2020-10-15,0.8855698384023747
2020-10-16,0.9056866557226343
2020-10-19,0.9391808893132544
2020-10-20,0.9251269627396626
2020-10-21,0.9271993903671973
2020-10-22,0.948302017712357
2020-10-23,0.956777881672764
2020-10-26,0.9361793544676899
2020-10-27,0.9364241766553933
2020-10-28,0.9263624474624
2020-10-29,0.9211055136514434
2020-10-30,0.9283188796652148
2020-11-02,0.9321869594958814
2020-11-03,0.932916917925221
2020-11-04,0.9359494082242781
2020-11-05,0.948429255282131
2020-11-06,0.9515274852165576
2020-11-09,0.9332122669703568
2020-11-10,0.9442663940192562
2020-11-11,0.9449016941205488
2020-11-12,0.9265687270445644
2020-11-13,0.943588663105792
2020-11-16,0.9567493806540726
2020-11-17,0.9616618650918822
2020-11-18,0.9654576407653126
2020-11-19,0.9612758780798214
2020-11-20,0.9548683874304726
2020-11-23,0.9653199398589372
2020-11-24,0.9677408577833835
2020-11-25,0.9577204884570844
2020-11-26,0.9637640264646912
2020-11-27,0.9514522185956545
2020-11-30,0.9438102796742116
2020-12-01,0.942677656960409
2020-12-02,0.9307651178206877
2020-12-03,0.9285843127089803
2020-12-04,0.9269806667138816
2020-12-07,0.9236081720276488
2020-12-08,0.924465236980568
2020-12-09,0.9295159294458574
2020-12-10,0.9334227609970988
2020-12-11,0.9362222417886187
2020-12-14,0.9519393264771516
2020-12-15,0.9564283502100188
2020-12-16,0.9561234696292338
2020-12-17,0.9650647412251212
2020-12-18,0.964577890950135
2020-12-21,0.9552415426584222
2020-12-22,0.9646268754073494
2020-12-23,0.9659536359774983
2020-12-24,0.9729577891843438
2020-12-25,0.9677204889133353
2020-12-28,0.9644349314072328
2020-12-29,0.9593721704692579
2020-12-30,0.9536836097693372
2020-12-31,0.9585035054081289
2021-01-01,0.9635374289774432
2021-01-04,0.9589687790467392
2021-01-05,0.9569752327032169
2021-01-06,0.9577631704975447
2021-01-07,0.9491790772556753
2021-01-08,0.9470603711045709
2021-01-11,0.943532284009714
2021-01-12,0.937725370111442
2021-01-13,0.9528005858826901
2021-01-14,0.9601094686077797
2021-01-15,0.9767903275356681
2021-01-18,0.9841150582543995
2021-01-19,0.9791086778484337
2021-01-20,0.9940084335063882
2021-01-21,1.0066676973263167
2021-01-22,1.0125289316200667
2021-01-25,1.0162797527902638
2021-01-26,1.0206848014100922
2021-01-27,1.0143746229172974
2021-01-28,1.005129459153842
2021-01-29,1.0070037929650275
2021-02-01,1.0162612013017709
2021-02-02,1.0201340153025096
2021-02-03,1.013603441944086
2021-02-04,1.0211583034248142
2021-02-05,1.023891181416145
2021-02-08,1.0302255160703044
2021-02-09,1.0311914731792713
2021-02-10,1.0348392980362178
2021-02-11,1.0240246791808836
2021-02-12,1.045467479428227
2021-02-15,1.071997008044349
2021-02-16,1.0686235548235896
2021-02-17,1.0452157126520727
2021-02-18,1.0439626076521875
2021-02-19,1.0453603980018746
2021-02-22,1.044112007991644
2021-02-23,1.056732962176799
2021-02-24,1.045288802411246
2021-02-25,1.0591573469440503
2021-02-26,1.0658948377146575
2021-03-01,1.0696454734212573
2021-03-02,1.0700966277867683
2021-03-03,1.0775488704033123
2021-03-04,1.0610885917631434
2021-03-05,1.0642867867984307
2021-03-08,1.061931642032666
2021-03-09,1.0761268975119402
2021-03-10,1.0617328607168666
2021-03-11,1.062970119168622
2021-03-12,1.0589094807499086
2021-03-15,1.0692606539792815
2021-03-16,1.0748670606123798
2021-03-17,1.0619964909015347
2021-03-18,1.069010546425004
2021-03-19,1.0629046819848782
2021-03-22,1.0667320445832333
2021-03-23,1.0653523587586826
2021-03-24,1.0564493244856525
2021-03-25,1.0570000461845384
2021-03-26,1.069111465848096
2021-03-29,1.05924402658001
2021-03-30,1.0631905571496831
2021-03-31,1.0691539281609042
2021-04-01,1.0734595967587075
2021-04-02,1.0523424381776771
2021-04-05,1.0527281673737574
2021-04-06,1.0460901843560626
2021-04-07,1.0469023841338243
2021-04-08,1.0622267058413524
2021-04-09,1.0645707358141698
2021-04-12,1.062169384154505
2021-04-13,1.0511434507975916
2021-04-14,1.0504084837628953
2021-04-15,1.0587231666690224
2021-04-16,1.0573993040144705
2021-04-19,1.0673341754346617
2021-04-20,1.05272412162826
2021-04-21,1.0581310116811324
2021-04-22,1.0676250268276564
2021-04-23,1.059669775631181
2021-04-26,1.0545790291765273
2021-04-27,1.0660822228587272
2021-04-28,1.0783304404162293
2021-04-29,1.0787581077485662
2021-04-30,1.0726983711293452
2021-05-03,1.0588615276295823
2021-05-04,1.044745621286464
2021-05-05,1.0220486469095154
2021-05-06,1.0206662014384145
2021-05-07,1.0157353299048635
2021-05-10,0.9989883033374297
2021-05-11,0.9795962120289663
2021-05-12,0.9637082562750892
2021-05-13,0.9449590871652813
2021-05-14,0.9400118056574307
2021-05-17,0.9306548002199047
2021-05-18,0.9280371742560928
2021-05-19,0.924514608042763
2021-05-20,0.9173466095248922
2021-05-21,0.922371819964526
2021-05-24,0.9466295912907033
2021-05-25,0.9541439084613579
2021-05-26,0.9460765408715173
2021-05-27,0.9395610826495191
2021-05-28,0.9506242449061859
2021-05-31,0.956186689369369
2021-06-01,0.9767820871501343
2021-06-02,0.9720574207470879
2021-06-03,0.979227204071237
2021-06-04,0.9852676448983688
2021-06-07,0.9895050028454614
2021-06-08,0.9729332785855254
2021-06-09,0.9666321390887265
2021-06-10,0.9721710633628167
2021-06-11,0.9857850401768803
2021-06-14,0.9975988627365033
2021-06-15,1.009831716843052
2021-06-16,1.0029682796702692
2021-06-17,1.0083122422792081
2021-06-18,0.9999194618037753
2021-06-21,1.0027023434706654
2021-06-22,1.0024522515017962
2021-06-23,0.9955775510115146
2021-06-24,0.9850418163332164
2021-06-25,0.9749229518109787
2021-06-28,0.9948210387880178
2021-06-29,0.9898320901353481
2021-06-30,0.9790492979589398
2021-07-01,0.9706962025914083
2021-07-02,0.9416931002756569
2021-07-05,0.9437501393103398
2021-07-06,0.9561120451730841
2021-07-07,0.9413839070258989
2021-07-08,0.9297665212041345
2021-07-09,0.9213243396513845
2021-07-12,0.9247798318951965
2021-07-13,0.9323471803818955
2021-07-14,0.9189712322866276
2021-07-15,0.9218018945341898
2021-07-16,0.9231018093544097
2021-07-19,0.9294831915990824
2021-07-20,0.9228604018996573
2021-07-21,0.9262619792716584
2021-07-22,0.9237367112113531
2021-07-23,0.9132780859568649
2021-07-26,0.9008814805358495
2021-07-27,0.8935204472812966
2021-07-28,0.8884961666239821
2021-07-29,0.8875976861365147
2021-07-30,0.89386681353165
2021-08-02,0.8886601729972653
2021-08-03,0.8812205012068215
2021-08-04,0.8739148457938416
2021-08-05,0.874368136570963
2021-08-06,0.8787605669845023
2021-08-09,0.8714955722745215
2021-08-10,0.8583576453477498
2021-08-11,0.846815599007955
2021-08-12,0.8342398209656423
2021-08-13,0.8328543505812175
2021-08-16,0.824956815109261
2021-08-17,0.8201308772458511
2021-08-18,0.8091758595987757
2021-08-19,0.8029701797582527
2021-08-20,0.800443550932206
2021-08-23,0.7891630462619031
2021-08-24,0.8013143824260722
2021-08-25,0.789999664135034
2021-08-26,0.7948300445383616
2021-08-27,0.7993278392621216
2021-08-30,0.812104947640384
2021-08-31,0.811173833745742
2021-09-01,0.8086541903695721
2021-09-02,0.8129042547826851
2021-09-03,0.8039942956441597
2021-09-06,0.7984302896244155
2021-09-07,0.795519774333112
2021-09-08,0.8040061008274951
2021-09-09,0.8148190567052483
2021-09-10,0.8121638850995523
2021-09-13,0.8163204430648751
