date,equity
2018-10-16,1.0
2018-10-17,1.0
2018-10-18,1.0
2018-10-19,1.0
2018-10-22,1.0
2018-10-23,1.0
2018-10-24,1.0
2018-10-25,1.0
2018-10-26,1.0
2018-10-29,1.0
2018-10-30,1.0
2018-10-31,1.0
2018-11-01,1.0
2018-11-02,1.0
2018-11-05,1.0
2018-11-06,1.0
2018-11-07,1.0
2018-11-08,1.0
2018-11-09,1.0
2018-11-12,1.0
2018-11-13,1.0
2018-11-14,1.0
2018-11-15,1.0
2018-11-16,1.0
2018-11-19,1.0
2018-11-20,1.0
2018-11-21,1.0
2018-11-22,1.0
2018-11-23,1.0
2018-11-26,1.0
2018-11-27,1.0
2018-11-28,1.0
2018-11-29,1.0
2018-11-30,1.0
2018-12-03,1.0
2018-12-04,1.0
2018-12-05,1.0
2018-12-06,1.0
2018-12-07,1.0
2018-12-10,1.0
2018-12-11,1.0
2018-12-12,1.0
2018-12-13,1.0
2018-12-14,1.0
2018-12-17,1.0
2018-12-18,1.0
2018-12-19,1.0
2018-12-20,1.0
2018-12-21,1.0
2018-12-24,1.0
2018-12-25,1.0
2018-12-26,1.0
2018-12-27,1.0
2018-12-28,1.0
2019-01-02,1.0
2019-01-03,1.0
2019-01-04,1.0
2019-01-07,1.0
2019-01-08,1.0
2019-01-09,1.0
2019-01-10,0.999
2019-01-11,0.9871017128809004
2019-01-14,0.9846237818213869
2019-01-15,1.0176262681823334
2019-01-16,1.0126782720019607
2019-01-17,1.0128227884060015
2019-01-18,1.1460081826297235
2019-01-21,1.096333219644547
2019-01-22,1.0822645020484285
2019-01-23,1.1091514259447646
2019-01-24,1.1224524635275952
2019-01-25,1.1258899891921907
2019-01-28,1.118761838832277
2019-01-29,1.1545586672197312
2019-01-30,1.1621841182412607
2019-01-31,1.1909461959333663
2019-02-01,1.2191301867546627
2019-02-11,1.3311847620108164
2019-02-12,1.3245202577402824
2019-02-13,1.343778183438109
2019-02-14,1.3821338939448438
2019-02-15,1.3859054605475885
2019-02-18,1.494931033259655
2019-02-19,1.487875714980924
2019-02-20,1.4972706307892272
2019-02-21,1.5142878603838372
2019-02-22,1.5660780878179543
2019-02-25,1.6377253811184065
2019-02-26,1.614231488794021
2019-02-27,1.5593407088332607
