,equity
2018-01-02,1.0
2018-01-03,1.0
2018-01-04,1.0
2018-01-05,1.0
2018-01-08,1.0
2018-01-09,1.0
2018-01-10,1.0
2018-01-11,1.0
2018-01-12,1.0
2018-01-15,1.0
2018-01-16,1.0
2018-01-17,1.0
2018-01-18,1.0
2018-01-19,1.0
2018-01-22,1.0
2018-01-23,1.0
2018-01-24,1.0
2018-01-25,1.0
2018-01-26,1.0
2018-01-29,1.0
2018-01-30,0.9998928405346937
2018-01-31,1.001230513472265
2018-02-01,1.0019053485578693
2018-02-02,1.0044597994130695
2018-02-05,1.0030582934206134
2018-02-06,1.0026928893408378
2018-02-07,1.004793127570809
2018-02-08,1.008083232101755
2018-02-09,1.0094737252833677
2018-02-12,1.0103954329134228
2018-02-13,1.0119111971261616
2018-02-14,1.0143511437000536
2018-02-15,1.015290686365452
2018-02-16,1.0089493295559042
2018-02-19,1.0077100769810796
2018-02-20,1.0011826890987099
2018-02-21,1.0012630025779912
2018-02-22,1.0018633327041602
2018-02-23,1.001832496311539
2018-02-26,0.9971178695354346
2018-02-27,0.9918587383155436
2018-02-28,0.9968639354758917
2018-03-01,0.9965272184378539
2018-03-02,0.9896591277182449
2018-03-05,0.9855023636408662
2018-03-06,0.9818933554633029
2018-03-07,0.973454940560672
2018-03-08,0.9765679746328811
2018-03-09,0.9706797025170664
2018-03-12,0.9613192939088848
2018-03-13,0.9561915060449956
2018-03-14,0.9536922819035881
2018-03-15,0.9455222610230274
2018-03-16,0.9386492316651314
2018-03-19,0.9361843171592166
2018-03-20,0.9345138220806699
2018-03-21,0.932203843952028
2018-03-22,0.927659142012373
2018-03-23,0.9265055897379327
2018-03-26,0.9326477362342385
2018-03-27,0.9371493920118179
2018-03-28,0.9431781167082472
2018-03-29,0.9491334498750071
2018-03-30,0.9505188848612804
2018-04-02,0.9516017003906115
2018-04-03,0.9526361249239447
2018-04-04,0.9531215935923588
2018-04-05,0.9539075305810286
2018-04-06,0.9548181968824093
2018-04-09,0.9622158018535483
2018-04-10,0.9622889198973066
2018-04-11,0.9625547277052326
2018-04-12,0.9647457811694151
2018-04-13,0.9631496354081611
2018-04-16,0.9671396644896515
2018-04-17,0.9705453522711104
2018-04-18,0.9727943922316483
2018-04-19,0.9733196250691535
2018-04-20,0.9720512524667911
2018-04-23,0.9740523342467566
2018-04-24,0.9721266186052456
2018-04-25,0.9739225464626254
2018-04-26,0.9715589616502823
2018-04-27,0.9680136950446538
2018-04-30,0.9667364335130484
2018-05-01,0.9650817553840091
2018-05-02,0.9726620383073054
2018-05-03,0.9724873517603755
2018-05-04,0.9767751894803445
2018-05-07,0.9724694506057254
2018-05-08,0.9726488308681517
2018-05-09,0.973885478759486
2018-05-10,0.9713857249766114
2018-05-11,0.97296618528135
2018-05-14,0.9716366530339002
2018-05-15,0.9695179278006153
2018-05-16,0.9705019485397739
2018-05-17,0.9697103397828089
2018-05-18,0.9707525391100749
2018-05-21,0.9701841497909159
2018-05-22,0.9617691241546436
2018-05-23,0.9555144795980353
2018-05-24,0.951832307141723
2018-05-25,0.9538964681133006
2018-05-28,0.9552541982190356
2018-05-29,0.9565735954984413
2018-05-30,0.9520795613928663
2018-05-31,0.9543384709583912
2018-06-01,0.95290645918077
2018-06-04,0.957186413119844
2018-06-05,0.9575921983971158
2018-06-06,0.9609601581460674
2018-06-07,0.9592164353095953
2018-06-08,0.9565280490716138
2018-06-11,0.9608068430076174
2018-06-12,0.9637902747427917
2018-06-13,0.9640122094998661
2018-06-14,0.9686679933736776
2018-06-15,0.9670901664304998
2018-06-18,0.961500552252764
2018-06-19,0.9578442295531817
2018-06-20,0.9534400352441688
2018-06-21,0.9534946867286003
2018-06-22,0.9517755380276302
2018-06-25,0.9447660736193537
2018-06-26,0.9443608249947227
2018-06-27,0.9389993107568578
2018-06-28,0.9403571415046739
2018-06-29,0.9368470169083247
2018-07-02,0.9337682060101088
2018-07-03,0.936217633003291
2018-07-04,0.9449345639892393
2018-07-05,0.9418310193709297
2018-07-06,0.9423511856933883
2018-07-09,0.944461610724221
2018-07-10,0.9403735134148735
2018-07-11,0.9387486272949829
2018-07-12,0.9329228248450961
2018-07-13,0.9369508485860644
2018-07-16,0.9387766658937082
2018-07-17,0.9433772854474061
2018-07-18,0.938302835233028
2018-07-19,0.9365968682105086
2018-07-20,0.937112530787413
2018-07-23,0.9394176161800077
2018-07-24,0.9438330408290241
2018-07-25,0.9439448644728448
2018-07-26,0.9433565519294771
2018-07-27,0.9496215783841373
2018-07-30,0.9489367296472578
2018-07-31,0.9517040051998993
2018-08-01,0.9518278021631073
2018-08-02,0.9533411257616591
2018-08-03,0.9498414336424605
2018-08-06,0.9480265434105085
2018-08-07,0.9463198194322353
2018-08-08,0.9458382586255285
2018-08-09,0.9437536640790674
2018-08-10,0.9406927145241124
2018-08-13,0.9447469385903118
2018-08-14,0.9513950213359671
2018-08-15,0.9516539348309602
2018-08-16,0.9557472485742051
2018-08-17,0.954173246570943
2018-08-20,0.9544980482225315
2018-08-21,0.9574510563682487
2018-08-22,0.9600065069593375
2018-08-23,0.9593808636826104
2018-08-24,0.9653871064149976
2018-08-27,0.9662917929614029
2018-08-28,0.9645738334632847
2018-08-29,0.9634575023798385
2018-08-30,0.9633609739471899
2018-08-31,0.9647348875227175
2018-09-03,0.9657352587816228
2018-09-04,0.9721388150293877
2018-09-05,0.9688969463818172
2018-09-06,0.9686074241853837
2018-09-07,0.970387298124395
2018-09-10,0.9735925998167544
2018-09-11,0.9695703429214911
2018-09-12,0.9671677283727106
2018-09-13,0.9613277277623654
2018-09-14,0.962026045419463
2018-09-17,0.9638988966925952
2018-09-18,0.9625761894704458
2018-09-19,0.9623374085098871
2018-09-20,0.963959344667746
2018-09-21,0.969068510984537
2018-09-24,0.9731219502435521
2018-09-25,0.9765304280284213
2018-09-26,0.9730381013925014
2018-09-27,0.9738086007441314
2018-09-28,0.9727479622102406
2018-10-01,0.9725274226523383
2018-10-02,0.9757869406177556
2018-10-03,0.9756794298284505
2018-10-04,0.9779747409060948
2018-10-05,0.978440830606864
2018-10-08,0.9821184096849361
2018-10-09,0.9830120603879052
2018-10-10,0.9841831195301511
2018-10-11,0.987160664971649
