,equity
2018-01-02,1.0
2018-01-03,1.0
2018-01-04,0.9999875
2018-01-05,1.0002724103160487
2018-01-08,1.0003963410510721
2018-01-09,0.9995604006199016
2018-01-10,0.9991039891830601
2018-01-11,1.0014477288863644
2018-01-12,1.0016184160655772
2018-01-15,1.0017867009915125
2018-01-16,1.0007974901322674
2018-01-17,0.9986549944917722
2018-01-18,0.9986709913271589
2018-01-19,1.0003875761973395
2018-01-22,1.000920882709578
2018-01-23,1.0012867037310422
2018-01-24,0.9974852120895294
2018-01-25,0.9962179326211892
2018-01-26,0.9984774809378848
2018-01-29,0.9984181532861934
2018-01-30,1.000470183888327
2018-01-31,1.001616905195988
2018-02-01,1.0014432658763852
2018-02-02,1.0031861332371794
2018-02-05,1.0065567420778296
2018-02-06,1.0079536601461472
2018-02-07,1.0085291148540212
2018-02-08,1.0068447102400624
2018-02-09,1.007719194650477
2018-02-12,1.007937184024027
2018-02-13,1.0060372653676786
2018-02-14,1.0051752987011306
2018-02-15,1.0042979775605632
2018-02-16,1.0049952599526815
2018-02-19,1.00405544280767
2018-02-20,1.0045938180245666
2018-02-21,1.0060244380687142
2018-02-22,1.0072707138598596
2018-02-23,1.005873009475464
2018-02-26,1.002738872727017
2018-02-27,1.0036588954891088
2018-02-28,1.007192082592616
2018-03-01,1.0053595254843077
2018-03-02,1.0058794331095802
2018-03-05,1.0045761069329118
2018-03-06,1.0067312488162579
2018-03-07,1.0080508114374362
2018-03-08,1.0120737266423492
2018-03-09,1.011325108851909
2018-03-12,1.0136269710924268
2018-03-13,1.0126545918094676
2018-03-14,1.0137023837344168
2018-03-15,1.0113703067190714
2018-03-16,1.0113351319201986
2018-03-19,1.010031276756459
2018-03-20,1.0095193942744431
2018-03-21,1.0079133189154341
2018-03-22,1.0056174383465564
2018-03-23,1.0050207921020753
2018-03-26,1.0083741824798143
2018-03-27,1.0102651552176332
2018-03-28,1.0102638129364876
2018-03-29,1.0064322835838504
2018-03-30,1.0047672611449512
2018-04-02,1.0040092717851967
2018-04-03,1.0043254470000293
2018-04-04,1.0054188622237086
2018-04-05,1.0075770857633515
2018-04-06,1.0084074801567666
2018-04-09,1.015256629209792
2018-04-10,1.0148777989852698
2018-04-11,1.0123943256568486
2018-04-12,1.014515053445438
2018-04-13,1.0131085829563828
2018-04-16,1.014496005756148
2018-04-17,1.018410043976851
2018-04-18,1.0170712164357216
2018-04-19,1.0186828729842596
2018-04-20,1.0224418462883593
2018-04-23,1.021986629129881
2018-04-24,1.023920072475408
2018-04-25,1.0241582669111462
2018-04-26,1.0258984293491293
2018-04-27,1.0268155849470901
2018-04-30,1.0264176180246294
2018-05-01,1.0260056302981422
2018-05-02,1.0253820545043244
2018-05-03,1.0244742463752718
2018-05-04,1.0291307709193305
2018-05-07,1.0278268423568708
2018-05-08,1.0272558967392897
2018-05-09,1.023465735163907
2018-05-10,1.0237485029901627
2018-05-11,1.0244598961386222
2018-05-14,1.0207983727571526
2018-05-15,1.022404128694653
2018-05-16,1.0221870897805858
2018-05-17,1.0226509033878668
2018-05-18,1.0248692794293792
2018-05-21,1.024454303667371
2018-05-22,1.019049520239369
2018-05-23,1.0143045545716958
2018-05-24,1.0114502918244739
2018-05-25,1.0094175833026326
2018-05-28,1.01076478189952
2018-05-29,1.0152615133069471
2018-05-30,1.0119987408136024
2018-05-31,1.0158845425505578
2018-06-01,1.0141883570729964
2018-06-04,1.0191074018431876
2018-06-05,1.022489598762448
2018-06-06,1.0225279243973133
2018-06-07,1.021630614608108
2018-06-08,1.024835825254362
2018-06-11,1.0286972775256849
2018-06-12,1.0284280809124517
2018-06-13,1.0293204462453345
2018-06-14,1.0296135119328234
2018-06-15,1.0278175016878903
2018-06-18,1.0314461924033589
2018-06-19,1.033074980600714
2018-06-20,1.0326072254420924
2018-06-21,1.033847601424444
2018-06-22,1.0334555762481252
2018-06-25,1.0374175631294649
2018-06-26,1.039523566433728
2018-06-27,1.0394903231747086
2018-06-28,1.0429602938137674
2018-06-29,1.0380633005901785
2018-07-02,1.0413986495853695
2018-07-03,1.0443594567542234
2018-07-04,1.0442515349404173
2018-07-05,1.0469916786874782
2018-07-06,1.0466335210687332
2018-07-09,1.0402899302031272
2018-07-10,1.0408063955782256
2018-07-11,1.0404492184692116
2018-07-12,1.0387217704532614
2018-07-13,1.0375338790824824
2018-07-16,1.0338889255645438
2018-07-17,1.0380925921393322
2018-07-18,1.0338082083191074
2018-07-19,1.0270803041850756
2018-07-20,1.0268680206227767
2018-07-23,1.028244667600731
2018-07-24,1.0386284841439999
2018-07-25,1.0366580369199219
2018-07-26,1.0376690068430785
2018-07-27,1.03768545275354
2018-07-30,1.0341389024436656
2018-07-31,1.0371259205680983
2018-08-01,1.034372744880493
2018-08-02,1.036836483276802
2018-08-03,1.0336800387372649
2018-08-06,1.0341924343155562
2018-08-07,1.026986428305362
2018-08-08,1.0301615200166605
2018-08-09,1.0253731096090986
2018-08-10,1.0240827819352787
2018-08-13,1.0285694792708562
2018-08-14,1.0334972673448357
2018-08-15,1.0297680205837283
2018-08-16,1.0314157273768563
2018-08-17,1.033000279848996
2018-08-20,1.034698695414455
2018-08-21,1.0339096426976635
2018-08-22,1.0314245547891285
2018-08-23,1.0314367659453938
2018-08-24,1.0383400141569066
2018-08-27,1.0452023621163513
2018-08-28,1.0442143618790132
2018-08-29,1.043491858280233
2018-08-30,1.0423307300125635
2018-08-31,1.0420148475552509
2018-09-03,1.0453280445907462
2018-09-04,1.0454395986524294
2018-09-05,1.0471031010286727
2018-09-06,1.0425755716581306
2018-09-07,1.0427283950355328
2018-09-10,1.045041256068577
2018-09-11,1.0411420931674287
2018-09-12,1.0394848884154466
2018-09-13,1.0337975085202609
2018-09-14,1.0306381658050374
2018-09-17,1.0316717162470557
2018-09-18,1.0355754201273393
2018-09-19,1.0364235587069857
2018-09-20,1.0372368467047095
2018-09-21,1.037450411880773
2018-09-24,1.0414457181451358
2018-09-25,1.0434234693997648
2018-09-26,1.0404533623417498
2018-09-27,1.0399915613601391
2018-09-28,1.040222797220141
2018-10-01,1.04426311408851
2018-10-02,1.0438569363452614
2018-10-03,1.0449748699911001
2018-10-04,1.0432154505640823
2018-10-05,1.0458534729413553
